Number,Name,Calories,Proteins,Carbs,Fats
17340,"GAME MEAT,ELK,LOIN,LN,CKD,BRLD",167,31,0,3.8
17341,"GAME MEAT,ELK,RND,LN,CKD,BRLD",156,30.9,0,2.6
17342,"GAME MEAT,ELK,TENDERLOIN,LN,CKD,BRLD",162,30.8,0,3.4
17343,"GAME MEAT,DEER,GROUND,RAW",157,21.8,0,7.1
17344,"GAME MEAT,DEER,GROUND,CKD,PAN-BROILED",187,26.5,0,8.2
17345,"GAME MEAT,DEER,LOIN,LN,1"" STEAK,CKD,BRLD",150,30.2,0,2.4
17346,"GAME MEAT,DEER,SHLDR CLOD,LN,3-5 LB RST,CKD,BRSD",191,36.3,0,4
17347,"GAME MEAT,DEER,TENDERLOIN,LN,0.5-1 LB RST,CKD,BRLD",149,29.9,0,2.3
17348,"GAME MEAT,DEER,TOP RND,LN,1"" STEAK,CKD,BRLD",152,31.5,0,1.9
18001,"BAGELS,PLN,ENR,W/CA PROP (INCL ONION,POPPY,SESAME)",275,10.5,53.4,1.6
18002,"BAGELS,PLN,TSTD,ENR,W/CA PROP (INCL ONION,POPPY,SESAME)",295,11.3,57.5,1.7
18003,"BAGELS,EGG",278,10.6,53,2.1
18005,"BAGELS,CINNAMON-RAISIN",274,9.8,55.2,1.7
18006,"BAGELS,CINNAMON-RAISIN,TSTD",294,10.6,59.3,1.8
18007,"BAGELS,OAT BRAN",255,10.7,53.3,1.2
18009,"BISCUITS,PLN OR BTTRMLK,COMMLY BKD",364,6.2,48.5,16.5
18010,"BISCUITS,PLN OR BTTRMLK,DRY MIX",428,8,63.3,15.4
18011,"BISCUITS,PLN OR BTTRMLK,DRY MIX,PREP",335,7.3,48.4,12.1
18012,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT",257,6.7,47.6,4.5
18013,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD",299,7.8,55.4,5.2
18014,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT",318,6.2,43.7,13.5
18015,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD",346,6.7,47.5,14.7
18016,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE",354,7,44.6,16.3
18017,"BISCUITS,MXD GRAIN,REFR DOUGH",263,6.1,47.4,5.6
18019,"BREAD,BANANA,PREP FROM RECIPE,MADE W/MARGARINE",326,4.3,54.6,10.5
18021,"BREAD,BOSTON BROWN,CANNED",195,5.2,43.3,1.5
18022,"BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)",418,7,69.5,12.2
18023,"BREAD,CORNBREAD,DRY MIX,PREP",314,7.2,48.1,10
18024,"BREAD,CORNBREAD,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",266,6.7,43.5,7.1
18025,"BREAD,CRACKED-WHEAT",260,8.7,49.5,3.9
18027,"BREAD,EGG",287,9.5,47.8,6
18028,"BREAD,EGG,TOASTED",315,10.5,52.6,6.6
18029,"BREAD,FRENCH OR VIENNA (INCL SOURDOUGH)",274,8.8,51.9,3
18030,"BREAD,FRENCH OR VIENNA,TSTD (INCL SOURDOUGH)",298,9.6,56.4,3.3
18032,"BREAD,IRISH SODA,PREP FROM RECIPE",290,6.6,56,5
18033,"BREAD,ITALIAN",271,8.8,50,3.5
18035,"BREAD,MIXED-GRAIN (INCL WHOLE-GRAIN,7-GRAIN)",250,10,46.4,3.8
18036,"BREAD,MIXED-GRAIN,TSTD (INCL WHOLE-GRAIN,7-GRAIN)",272,10.9,50.4,4.1
18037,"BREAD,OAT BRAN",236,10.4,39.8,4.4
18038,"BREAD,OAT BRAN,TOASTED",259,11.4,43.7,4.8
18039,"BREAD,OATMEAL",269,8.4,48.5,4.4
18040,"BREAD,OATMEAL,TOASTED",292,9.2,52.7,4.8
18041,"BREAD,PITA,WHITE,ENRICHED",275,9.1,55.7,1.2
18042,"BREAD,PITA,WHOLE-WHEAT",266,9.8,55,2.6
18043,"BREAD,PROT (INCL GLUTEN)",245,12.1,43.8,2.2
18044,"BREAD,PUMPERNICKEL",250,8.7,47.5,3.1
18045,"BREAD,PUMPERNICKEL,TSTD",275,9.5,52.2,3.4
18047,"BREAD,RAISIN,ENRICHED",274,7.9,52.3,4.4
18048,"BREAD,RAISIN,TSTD,ENR",297,8.6,56.9,4.8
18049,"BREAD,RED-CAL,OAT BRAN",201,8,41.3,3.2
18050,"BREAD,RED-CAL,OAT BRAN,TSTD",239,9.5,49.2,3.8
18051,"BREAD,RED-CAL,OATMEAL",210,7.6,43.3,3.5
18053,"BREAD,REDUCED-CALORIE,RYE",203,9.1,40.5,2.9
18055,"BREAD,RED-CAL,WHEAT",198,9.1,43.6,2.3
18057,"BREAD,RED-CAL,WHITE",207,8.7,44.3,2.5
18059,"BREAD,RICE BRAN",243,8.9,43.5,4.6
18060,"BREAD,RYE",259,8.5,48.3,3.3
18061,"BREAD,RYE,TOASTED",284,9.4,53.1,3.6
18064,"BREAD,WHEAT (INCL WHEAT BERRY)",260,9.1,47.2,4.1
18065,"BREAD,WHEAT,TSTD (INCL WHEAT BERRY)",282,9.9,51.3,4.4
18066,"BREAD,WHEAT BRAN",248,8.8,47.8,3.4
18068,"BREAD,WHEAT GERM",261,9.6,48.3,2.9
18069,"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)",266,7.6,50.6,3.3
18070,"BREAD,WHITE,COMMLY PREP,TSTD",293,9,54.4,4
18071,"BREAD,WHITE,PREP FROM RECIPE,MADE W/NONFAT DRY MILK",274,7.7,53.6,2.6
18073,"BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",285,7.9,49.6,5.7
18075,"BREAD,WHOLE-WHEAT,COMMLY PREP",246,9.7,46.1,4.2
18076,"BREAD,WHOLE-WHEAT,COMMLY PREP,TSTD",277,10.9,51.7,4.8
18077,"BREAD,WHOLE-WHEAT,PREP FROM RECIPE",278,8.4,51.4,5.4
18078,"BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD",305,9.2,56.4,5.9
18079,"BREAD CRUMBS,DRY,GRATED,PLN",395,13.4,72,5.3
18080,"BREAD STICKS,PLAIN",412,12,68.4,9.5
18081,"BREAD STUFFING,BREAD,DRY MIX",386,11,76.2,3.4
18082,"BREAD STUFFING,BREAD,DRY MIX,PREP",178,3.2,21.7,8.6
18084,"BREAD STUFFING,CORNBREAD,DRY MIX",389,10,76.7,4.2
18085,"BREAD STUFFING,CORNBREAD,DRY MIX,PREP",179,2.9,21.9,8.8
18086,"CAKE,ANGELFOOD,COMMLY PREP",258,5.9,57.8,0.8
18087,"CAKE,ANGELFOOD,DRY MIX",373,8.9,85.1,0.4
18088,"CAKE,ANGELFOOD,DRY MIX,PREP",257,6.1,58.7,0.3
18090,"CAKE,BOSTON CRM PIE,COMMLY PREP",252,2.4,42.9,8.5
18092,"CAKE,CARROT,DRY MIX,PUDDING-TYPE",415,5.1,79.2,9.8
18095,"CAKE,CHERRY FUDGE W/CHOC FRSTNG",264,2.4,38,12.5
18096,"CAKE,CHOC,COMMLY PREP W/CHOC FRSTNG",367,4.1,54.6,16.4
18097,"CAKE,CHOC,DRY MIX,PUDDING-TYPE",396,4.6,78.7,9.2
18099,"CAKE,CHOC,DRY MIX,REG",428,5.9,73,15.6
18101,"CAKE,CHOC,PREP FROM RECIPE WO/FRSTNG",358,5.3,53.4,15.1
18102,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",356,4.4,63.2,10.3
18103,"COFFEECAKE,CHEESE",339,7,44.3,15.2
18104,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",418,6.8,46.7,23.3
18105,"COFFEECAKE,CREME-FILLED W/CHOC FRSTNG",331,5,53.8,10.8
18106,"COFFEECAKE,FRUIT",311,5.2,51.5,10.2
18107,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX",436,4.8,77.7,12
18108,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX,PREP",318,5.5,52.8,9.6
18110,"CAKE,FRUITCAKE,COMMLY PREP",324,2.9,61.6,9.1
18112,"CAKE,GERMAN CHOC,DRY MIX,PUDDING-TYPE",401,4,80.1,9.5
18114,"CAKE,GINGERBREAD,DRY MIX",437,4.4,74.6,13.8
18116,"CAKE,GINGERBREAD,PREP FROM RECIPE",356,3.9,49.2,16.4
18117,"CAKE,MARBLE,DRY MIX,PUDDING-TYPE",416,3.4,79.3,11.7
18119,"CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE",319,3.5,50.5,12.1
18120,"CAKE,POUND,COMMLY PREP,BUTTER",388,5.5,48.8,19.9
18121,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,ENR",389,5.2,52.5,17.9
18126,"CAKE,SHORTCAKE,BISCUIT-TYPE,PREP FROM RECIPE",346,6.1,48.5,14.2
18127,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/FRSTNG",376,3.4,60.3,14.5
18128,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE",364,3.1,63.9,11.4
18131,"CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)",397,3,79.6,8.4
18133,"CAKE,SPONGE,COMMLY PREP",289,5.4,61.1,2.7
18134,"CAKE,SPONGE,PREP FROM RECIPE",297,7.3,57.7,4.3
18135,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,ENR",423,3.9,81,9.5
18137,"CAKE,WHITE,DRY MIX,REG",426,4.5,78,10.9
18139,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",357,5.4,57.2,12.4
18140,"CAKE,YEL,COMMLY PREP,W/CHOC FRSTNG",379,3.8,55.4,17.4
18141,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",373,3.5,58.8,14.5
18142,"CAKE,YEL,DRY MIX,PUDDING-TYPE",423,4,79.9,9.8
18144,"CAKE,YEL,DRY MIX,REG,ENR",432,4.4,78.1,11.6
18146,"CAKE,YEL,PREP FROM RECIPE WO/FRSTNG",361,5.3,53,14.6
18147,CHEESECAKE COMMLY PREP,321,5.5,25.5,22.5
18148,"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",274,5.5,35.5,12.7
18150,"COOKIES,ANIMAL CRACKERS (INCL ARROWROOT,TEA BISCUITS,)",446,6.9,74.1,13.8
18151,"COOKIES,BROWNIES,COMMLY PREP",405,4.8,63.9,16.3
18152,"COOKIES,BROWNIES,DRY MIX,REG",434,4,76.6,14.9
18154,"COOKIES,BROWNIES,PREP FROM RECIPE",466,6.2,50.2,29.1
18155,"COOKIES,BUTTER,COMMLY PREP,ENR",467,6.1,68.9,18.8
18156,"COOKIES,FUDGE,CAKE-TYPE (INCL TROLLEY CAKES)",349,5,78.3,3.7
18157,"COOKIES,CHOCOLATE WAFERS",433,6.6,72.4,14.2
18158,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT",453,5.8,73.3,15.4
18159,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR",489,5.5,64.1,24.7
18160,"COOKIES,CHOC CHIP,COMMLY PREP,SOFT-TYPE",458,3.5,59.1,24.3
18161,"COOKIES,CHOC CHIP,DRY MIX",497,4.6,66.1,25.2
18163,"COOKIES,CHOC CHIP,REFR DOUGH",443,4.4,61.4,20.4
18164,"COOKIES,CHOC CHIP,REFR DOUGH,BKD",492,4.9,68.2,22.6
18165,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE",488,5.7,58.4,28.3
18166,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",466,5.3,71.6,19.1
18167,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",481,3.6,66.1,26.4
18168,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING",497,4.3,68.2,24.5
18169,"COOKIES,COCNT MACAROONS,PREP FROM RECIPE",404,3.6,72.2,12.7
18170,"COOKIES,FIG BARS",348,3.7,70.9,7.3
18171,"COOKIES,FORTUNE",378,4.2,84,2.7
18172,"COOKIES,GINGERSNAPS",416,5.6,76.9,9.8
18173,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",423,6.9,76.8,10.1
18174,"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED",484,5.8,66.5,23.2
18175,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",365,10.6,59.7,9.1
18176,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",421,4,67.7,16.9
18177,"COOKIES,MOLASSES",430,5.6,73.8,12.8
18178,"COOKIES,OATMEAL,COMMLY PREP,REG",450,6.2,68.7,18.1
18179,"COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE",409,6.1,65.7,14.7
18180,"COOKIES,OATMEAL,DRY MIX",462,6.5,67.3,19.2
18182,"COOKIES,OATMEAL,REFR DOUGH",424,5.4,59.1,18.9
18183,"COOKIES,OATMEAL,REFR DOUGH,BKD",471,6,65.7,21
18184,"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS",435,6.5,68.4,16.2
18185,"COOKIES,PNUT BUTTER,COMMLY PREP,REG",477,9.6,58.9,23.6
18186,"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",457,5.3,57.7,24.4
18187,"COOKIES,PNUT BUTTER,REFR DOUGH",458,8.2,52.1,25
18188,"COOKIES,PNUT BUTTER,REFR DOUGH,BKD",503,9.1,57.3,27.5
18189,"COOKIES,PNUT BUTTER,PREP FROM RECIPE",475,9,58.9,23.8
18190,"COOKIES,PNUT BUTTER SNDWCH,REG",478,8.8,65.6,21.1
18191,"COOKIES,RAISIN,SOFT-TYPE",401,4.1,68,13.6
18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",502,6.1,64.5,24.1
18193,"COOKIES,SHORTBREAD,COMMLY PREP,PECAN",542,4.9,58.3,32.5
18196,"COOKIES,BROWNIES,DRY MIX,SPL DIETARY",426,2.9,80.4,12.5
18197,"COOKIES,BROWNIES,DRY MIX,SPL DIETARY,PREP",384,3.8,71.3,11.1
18198,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",450,3.9,73.4,16.8
18199,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY",461,4.5,67.7,22.1
18200,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY",449,4.8,69.9,18
18201,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",535,10,50.8,34
18202,"COOKIES,SUGAR WAFERS W/CREME FILLING,SPL DIETARY",502,3.1,66,25.7
18203,"COOKIES,SUGAR,COMMLY PREP,SPL DIETARY",431,4.1,76.8,13
18204,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",478,5.1,67.9,21.1
18205,"COOKIES,SUGAR,REFR DOUGH",436,4.2,59,20.7
18206,"COOKIES,SUGAR,REFR DOUGH,BKD",484,4.7,65.6,23.1
18208,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",472,5.9,60,23.4
18209,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG",511,4.1,70.1,24.3
18210,"COOKIES,VANILLA SNDWCH W/CREME FILLING",483,4.5,72.1,20
18211,"PUFF PASTRY,FRZ,RTB,BKD",558,7.4,45.7,38.5
18212,"COOKIES,VANILLA WAFERS,LOWER FAT",441,5,73.6,15.2
18213,"COOKIES,VANILLA WAFERS,HIGHER FAT",473,4.3,71.1,19.4
18214,"CRACKERS,CHEESE,REGULAR",503,10.1,58.2,25.3
18215,"CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING",496,12.4,56.7,25.1
18216,"CRACKERS,CRISPBREAD,RYE",366,7.9,82.2,1.3
18217,"CRACKERS,MATZO,PLAIN",395,10,83.7,1.4
18218,"CRACKERS,MATZO,EGG",391,12.3,78.6,2.1
18219,"CRACKERS,MATZO,WHOLE-WHEAT",351,13.1,78.9,1.5
18220,"CRACKERS,MELBA TOAST,PLN",390,12.1,76.6,3.2
18221,"CRACKERS,MELBA TOAST,RYE (INCL PUMPERNICKEL)",389,11.6,77.3,3.4
18222,"CRACKERS,MELBA TOAST,WHEAT",374,12.9,76.4,2.3
18223,"CRACKERS,MILK",455,7.6,69.7,15.8
18224,"CRACKERS,RUSK TOAST",407,13.5,72.3,7.2
18225,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING",481,9.2,60.8,22.3
18226,"CRACKERS,RYE,WAFERS,PLAIN",334,9.6,80.4,0.9
18227,"CRACKERS,RYE,WAFERS,SEASONED",381,9,73.8,9.2
18228,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",428,9.2,70.9,11.4
18229,"CRACKERS,STD SNACK-TYPE,REG",502,7.4,61,25.3
18230,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",477,9.3,61.7,21.1
18231,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING",494,11.5,58.4,24.5
18232,"CRACKERS,WHEAT,REGULAR",473,8.6,64.9,20.6
18233,"CRACKERS,WHEAT,SNDWCH,W/CHS FILLING",497,9.8,58.2,25
18234,"CRACKERS,WHEAT,SNDWCH,W/PNUT BUTTER FILLING",495,13.5,53.8,26.7
18235,"CRACKERS,WHOLE-WHEAT",443,8.8,68.6,17.2
18236,CRACKER MEAL,383,9.3,80.9,1.7
18237,"CREAM PUFFS,PREP FROM RECIPE,SHELL (INCL ECLAIR)",362,9,22.8,25.9
18238,"CREAM PUFFS,PREP FROM RECIPE,SHELL,W/CUSTARD FILLING",258,6.7,22.9,15.5
18239,"CROISSANTS,BUTTER",406,8.2,45.8,21
18240,"CROISSANTS,APPLE",254,7.4,37.1,8.7
18241,"CROISSANTS,CHEESE",414,9.2,47,20.9
18242,"CROUTONS,PLAIN",407,11.9,73.5,6.6
18243,"CROUTONS,SEASONED",465,10.8,63.5,18.3
18244,"DANISH PASTRY,CINN,ENR",403,7,44.6,22.4
18245,"DANISH PASTRY,CHEESE",374,8,37.2,21.9
18246,"DANISH PASTRY,FRUIT,ENR",371,5.4,47.8,18.5
18247,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",430,7.1,45.7,25.2
18248,"DOUGHNUTS,CAKE-TYPE,PLN (INCL UNSUGARED,OLD-FASHIONED)",421,5,49.7,22.9
18249,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD",474,5,48,31
18250,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED",426,5.2,50.8,22.9
18251,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",417,4.5,57.4,19.9
18252,"DOUGHNUTS,CAKE-TYPE,WHEAT,SUGARED OR GLAZED",360,6.3,42.6,19.3
18253,"DOUGHNUTS,FRENCH CRULLERS,GLAZED",412,3.1,59.5,18.3
18254,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",361,6.4,30,24.5
18255,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,ENR (INCL HONEY BUNS)",403,6.4,44.3,22.8
18256,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",340,5.9,39,18.7
18257,"ECLAIRS,CUSTARD-FILLED W/CHOC GLAZE,PREP FROM RECIPE",262,6.4,24.2,15.7
18258,"ENGLISH MUFFINS,PLN,ENR,W/CA PROP (INCL SOURDOUGH)",235,7.7,46,1.8
18259,"ENGLISH MUFFINS,PLN,TSTD,ENR,W/CA PROP (INCL SOURDOUGH)",255,8.4,50,2
18260,"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",235,9.1,46.3,1.8
18261,"ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)",255,9.9,50.3,1.9
18262,"ENGLISH MUFFINS,RAISIN-CINNAMON (INCL APPLE-CINNAMON)",243,7.5,48.7,2.7
18263,"ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)",264,8.2,53,2.9
18264,"ENGLISH MUFFINS,WHEAT",223,8.7,44.8,2
18265,"ENGLISH MUFFINS,WHEAT,TSTD",243,9.4,48.7,2.1
18266,"ENGLISH MUFFINS,WHOLE-WHEAT",203,8.8,40.4,2.1
18267,"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",221,9.6,44.1,2.3
18268,"FRENCH TOAST,FRZ,RTH",213,7.4,32.1,6.1
18269,"FRENCH TOAST,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",229,7.7,25,10.8
18270,"HUSH PUPPIES,PREP FROM RECIPE",337,7.7,46,13.5
18271,"ICE CRM CONES,CAKE OR WAFER-TYPE",417,8.1,79,6.9
18272,"ICE CRM CONES,SUGAR,ROLLED-TYPE",402,7.9,84.1,3.8
18273,"MUFFINS,PLN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",296,6.9,41.4,11.4
18274,"MUFFINS,BLUEBERRY,COMMLY PREP",277,5.5,48,6.5
18275,"MUFFINS,BLUEBERRY,DRY MIX",366,4.9,63.2,10
18277,"MUFFINS,BLUEBERRY,TOASTER-TYPE",313,4.6,53.3,9.5
18278,"MUFFINS,BLUEBERRY,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",285,6.5,40.7,10.8
18279,"MUFFINS,CORN,COMMLY PREP",305,5.9,50.9,8.4
18280,"MUFFINS,CORN,DRY MIX,PREP",321,7.4,49.1,10.2
18281,"MUFFINS,CORN,TOASTER-TYPE",346,5.3,57.9,11.3
18282,"MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",316,7.1,44.2,12.3
18283,"MUFFINS,OAT BRAN",270,7,48.3,7.4
18284,"MUFFINS,WHEAT BRAN,DRY MIX",396,7.1,73,12
18286,"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS",295,5.2,52.2,8.8
18288,"PANCAKES PLN,FRZ,RTH (INCL BTTRMLK)",229,5.2,43.6,3.3
18289,"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",376,10.1,71.3,4.9
18290,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",194,5.2,36.7,2.5
18291,"PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",355,10,73.6,1.7
18292,"PANCAKES,PLN,DRY MIX,INCOMPLETE,PREP",218,7.8,28.9,7.7
18293,"PANCAKES,PLN,PREP FROM RECIPE",227,6.4,28.3,9.7
18294,"PANCAKES,BLUEBERRY,PREP FROM RECIPE",222,6.1,29,9.2
18295,"PANCAKES,BUCKWHEAT,DRY MIX,INCOMPLETE",340,10.9,71.3,2.7
18297,"PANCAKES,SPL DIETARY,DRY MIX",349,8.9,73.9,1.4
18299,"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE",344,12.8,71,1.5
18300,"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE,PREP",208,8.5,29.4,6.5
18301,"PIE,APPL,COMMLY PREP,ENR FLR",237,1.9,34,11
18302,"PIE,APPL,PREP FROM RECIPE",265,2.4,37.1,12.5
18303,"PIE,BANANA CRM,PREP FROM MIX,NO-BAKE TYPE",251,3.4,31.6,12.9
18304,"PIE,BANANA CRM,PREP FROM RECIPE",269,4.4,32.9,13.6
18305,"PIE,BLUEBERRY,COMMLY PREP",232,1.8,34.9,10
18306,"PIE,BLUEBERRY,PREP FROM RECIPE",245,2.7,33.5,11.9
18308,"PIE,CHERRY,COMMLY PREP",260,2,39.8,11
18309,"PIE,CHERRY,PREP FROM RECIPE",270,2.8,38.5,12.2
18310,"PIE,CHOC CREME,COMMLY PREP",304,2.6,33.6,19.4
18312,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",260,3.5,29.6,15.4
18313,"PIE,COCNT CREME,COMMLY PREP",298,2.1,37.2,16.6
18314,"PIE,COCNT CRM,PREP FROM MIX,NO-BAKE TYPE",276,2.8,28.5,17.6
18316,"PIE,COCNT CUSTARD,COMMLY PREP",260,5.9,30.2,13.2
18317,"PIE,EGG CUSTARD,COMMLY PREP",210,5.5,20.8,11.6
18319,"PIE,FRIED PIES,FRUIT",316,3,42.6,16.1
18320,"PIE,LEMON MERINGUE,COMMLY PREP",268,1.5,47.2,8.7
18321,"PIE,LEMON MERINGUE,PREP FROM RECIPE",285,3.8,39.1,12.9
18322,"PIE,MINCE,PREP FROM RECIPE",289,2.6,48,10.8
18323,"PIE,PEACH",223,1.9,32.9,10
18324,"PIE,PECAN,COMMLY PREP",400,4,57.2,18.5
18325,"PIE,PECAN,PREP FROM RECIPE",412,4.9,52.2,22.2
18326,"PIE,PUMPKIN,COMMLY PREP",210,3.9,27.3,9.5
18327,"PIE,PUMPKIN,PREP FROM RECIPE",204,4.5,26.4,9.3
18328,"PIE,VANILLA CRM,PREP FROM RECIPE",278,4.8,32.6,14.4
18330,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,GRAHAM CRACKER,BKD",494,4.2,65.2,24.9
18332,"PIE CRUST,STANDARD-TYPE,DRY MIX",518,6.9,52.1,31.4
18333,"PIE CRUST,STANDARD-TYPE,DRY MIX,PREP,BKD",501,6.7,50.4,30.4
18334,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR",457,3.9,44.1,29.2
18335,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,BKD",514,4.4,49.6,32.8
18336,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,BKD",527,6.4,47.5,34.6
18337,"PUFF PASTRY,FRZ,RTB",551,7.3,45.1,38.1
18338,PHYLLO DOUGH,299,7.1,52.6,6
18339,"POPOVERS,DRY MIX,ENRICHED",371,10.4,71,4.3
18342,"ROLLS,DINNER,PLN,COMMLY PREP (INCL BROWN-AND-SERVE)",300,8.4,50.4,7.3
18344,"ROLLS,DINNER,EGG",307,9.5,52,6.4
18345,"ROLLS,DINNER,OAT BRAN",236,9.5,40.2,4.6
18346,"ROLLS,DINNER,RYE",286,10.3,53.1,3.4
18347,"ROLLS,DINNER,WHEAT",273,8.6,46,6.3
18348,"ROLLS,DINNER,WHOLE-WHEAT",266,8.7,51.1,4.7
18349,"ROLLS,FRENCH",277,8.6,50.2,4.3
18350,"ROLLS,HAMBURGER OR HOTDOG,PLN",279,9.5,49.5,4.3
18351,"ROLLS,HAMBURGER OR HOTDOG,MIXED-GRAIN",263,9.6,44.6,6
18352,"ROLLS,HAMBURGER OR HOTDOG,RED-CAL",196,8.3,42.1,2
18353,"ROLLS,HARD (INCL KAISER)",293,9.9,52.7,4.3
18354,"STRUDEL,APPLE",274,3.3,41.1,11.2
18355,"SWEET ROLLS,CHEESE",360,7.1,43.7,18.3
18356,"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",372,6.2,50.9,16.4
18357,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG",333,5,51.6,12.2
18358,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD",362,5.4,56.1,13.2
18360,"TACO SHELLS,BAKED",468,7.2,62.4,22.6
18361,"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",412,5.1,68.1,14.2
18362,"TOASTER PASTRIES,FRUIT",393,4.7,71.1,10.2
18363,"TORTILLAS,RTB OR -FRY,CORN",218,5.7,44.6,2.8
18364,"TORTILLAS,RTB OR -FRY,FLR",312,8.3,51.3,7.8
18365,"WAFFLES,PLN,FRZ,RTH (INCL BTTRMLK)",251,5.9,38.6,7.8
18367,"WAFFLES,PLN,PREP FROM RECIPE",291,7.9,32.9,14.1
18368,WONTON WRAPPERS (INCL EGG ROLL WRAPPERS),291,9.8,57.9,1.5
